25,Aliens vs. Predator: Requiem,20th Century Fox,"The Brothers Strause (director); Shane Salerno (screenplay); Steven Pasquale, Reiko Aylesworth, Johnny Lewis, John Ortiz, Sam Trammell, Ariel Gade, Robert Joy, Kristen Hager, David Paetkau, Matt Ward, Michal Suchanek, David Hornsby, Gina Holden, Chris William Martin, Chelah Horsdal, Liam James, Tom McBeath, Ty Olsson, Rainbow Sun Francks, Françoise Yip, Kurt Max Runte, James Chutter, Tim Henry, Juan Riedinger, Dalias Blake, Curtis Caravaggio, Tom Woodruff Jr., Ian Whyte","Sci-Fi, Action"
The Bucket List ‡,Warner Bros. Pictures,"Rob Reiner (director); Justin Zackham (screenplay); Jack Nicholson, Morgan Freeman, Sean Hayes, Rob Morrow, Beverly Todd, Alfonso Freeman, Rowena King, Jennifer DeFrancisco, Serena Reeder, Annton Berry Jr., Verda Bridges, Destiny Brownridge, Brian Copeland, Ian Anthony Dale, Noel Guglielmi, Jonathan Hernandez, Andrea J. Johnson, Jordan Lund, Jonathan Mangum, Christopher Stapleton, Taylor Ann Thompson, Karen Maruyama, Alex Trebek","Comedy, Drama"
The Great Debaters,The Weinstein Company,"Denzel Washington (director); Robert Eisele (screenplay); Denzel Washington, Forest Whitaker, Nate Parker, Jurnee Smollett, Denzel Whitaker, Jermaine Williams, Gina Ravera, John Heard, Kimberly Elise, Devyn A. Tyler, Trenton McClain Boyd, Jackson Walker, Tim Parati, Justice Leak, Robert X. Golphin, Damien Leake, Frank L. Ridley","Biography, Drama"
St Trinian's,Ealing Studios,"Oliver Parker, Barnaby Thompson (directors); Piers Ashworth, Nick Moorcroft (screenplay); Rupert Everett, Colin Firth, Gemma Arterton, Talulah Riley, Lily Cole, Juno Temple, Russell Brand, Tamsin Egerton, Stephen Fry, Celia Imrie, Zöe Salmon, Lena Headey, Mischa Barton, Nicola Roberts, Sarah Harding, Nadine Coyle, Kimberley Walsh, Cheryl Cole (Girls Aloud)",Comedy
The Water Horse: Legend of the Deep,Columbia Pictures / Revolution Studios / Walden Media / Beacon Pictures,"Jay Russell (director); Robert Nelson Jacobs (screenplay); Alexander Nathan Etel, Emily Watson, Ben Chaplin, David Morrissey, Brian Cox, Priyanka Xi, Marshall Napier, Joel Tobeck, Erroll Shand, Craig Hall, Geraldine Brophy","Family, Fantasy"
26,There Will Be Blood ‡,Paramount Vantage,"Paul Thomas Anderson (director/screenplay); Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier, Paul F. Tompkins, Jim Downey, David Warshofsky, Barry Del Sherman, Russell Harvard, Sydney McCallister, Colleen Foy, David Willis, Hans Howes","Epic, Period, Drama"
28,The Orphanage,Picturehouse,"J.A. Bayona (director); Sergio G. Sánchez (screenplay); Belén Rueda, Fernando Cayo, Roger Princep, Mabel Rivera, Montserrat Carulla, Andrés Gertrúdix, Edgar Vivar, Geraldine Chaplin, Óscar Casas",Horror
4,One Missed Call,Warner Bros. Pictures / Alcon Entertainment / Kadokawa Pictures,"Eric Valette (director); Andrew Klavan (screenplay); Shannyn Sossamon, Edward Burns, Ana Claudia Talancón, Ray Wise, Azura Skye, Johnny Lewis, Jason Beghe, Margaret Cho, Meagan Good, Rhoda Griffis, Ariel Winter, Dave Spector, Laura Harring, Wilbur Fitzgerald, Raegan Lamb, Karen Bayer, Mary Lynn Owen, Roy McCrerey, Greg Corbett, Bart Hansard, Katie Kneeland, Jason Horgan, Kaira Akita, Lauren Peyton, Dawn Dininger, Sarah Jean Kubik",Horror
11,First Sunday,Screen Gems / Cube Vision,"David E. Talbert (director/screenplay); Ice Cube, Katt Williams, Tracy Morgan, Loretta Devine, Michael Beach, Keith David, Regina Hall, Retta, Malinda Williams, Chi McBride, Clifton Powell, Nicholas Turturro, Olivia Cole, Red Grant, C.J. Sanders, Rickey Smiley, Arjay Smith, P.J. Byrne, Paul Campbell, Tiffany Pollard, Jasmine Masters",Comedy
In the Name of the King,Freestyle Releasing / Boll KG / Brightlight Pictures,"Uwe Boll (director); Doug Taylor (screenplay); Jason Statham, Leelee Sobieski, Ron Perlman, John Rhys-Davies, Claire Forlani, Matthew Lillard, Kristanna Loken, Will Sanderson, Tania Saulnier, Brian J. White, Ray Liotta, Burt Reynolds, Mike Dopud, Gabrielle Rose, Terence Kelly, Colin Ford","Action, Fantasy"
The Pirates Who Don't Do Anything: A VeggieTales Movie,Universal Pictures / Big Idea Productions,"Mike Nawrocki (director); Phil Vischer (screenplay); Phil Vischer, Mike Nawrocki, Cam Clarke, Yuri Lowenthal, Laura Gerow, Alan Lee,  Tim Hodge, Megan Murphy, Cydney Trent, Keri Pisapia, Sondra Morton Chaffin, Drake Lyle, Ally Nawrocki, Jim Poole, Joe Spadford, Brian Roberts, Andy Youssi, John Wahba, Patrick Kramer","Family, Adventure, Comedy"
18,27 Dresses,20th Century Fox / Fox 2000 Pictures / Spyglass Entertainment,"Anne Fletcher (director); Aline Brosh McKenna (screenplay); Katherine Heigl, James Marsden, Malin Åkerman, Edward Burns, Judy Greer, Melora Hardin, Michael Ziegfeld, Brian Kerwin, Maulik Pancholy, David Castro, Krysten Ritter, Peyton List, Charli Barcena","Romance, Comedy"
Cassandra's Dream,The Weinstein Company,"Woody Allen (director/screenplay); Hayley Atwell, Colin Farrell, Sally Hawkins, Ewan McGregor, Tom Wilkinson, John Benfield, Clare Higgins, Ashley Madekwe, Andrew Howard, Phil Davis, Jim Carter, Richard Lintern, Jennifer Higham, Lee Whitlock, Hugh Rathbone, Allan Ramsey, Paul Marc Davis, Terry Budin-Jones, Franck Viano, Tommy Mack","Drama, Thriller"
Cloverfield,Paramount Pictures / Bad Robot Productions,"Matt Reeves (director); Drew Goddard (screenplay); Michael Stahl-David, Mike Vogel, Odette Yustman, Lizzy Caplan, T.J. Miller, Jessica Lucas, Theo Rossi, Brian Klugman, Kelvin Yu, Liza Lapira, Lili Mirojnick, Ben Feldman, Baron Vaughn, Charlyne Yi, Rick Overton, Jason Cerbone, Pavel Lychnikoff, Billy Brown, Scott Lawrence, Tim Griffin, Chris Mulkey, Margot Farley, Matt Reeves",Monster
Mad Money,Overture Films / Millennium Films,"Callie Khouri (director); Glenn Gers (screenplay); Diane Keaton, Queen Latifah, Katie Holmes, Ted Danson, Roger Cross, Adam Rothenberg, Stephen Root, J.C. MacKenzie, Christopher McDonald, Finesse Mitchell, Bryan Massey","Comedy, Crime"
Teeth,Roadside Attractions,"Mitchell Lichtenstein (director/screenplay); Jess Weixler, John Hensley, Josh Pais, Hale Appleman, Ashley Springer, Lenny Von Dohlen, Vivienne Benesch, Julia Garro, Adam Wagner, Trent Moore, Ava Ryen Plumb, Hunter Ulvog","Horror, Comedy"
25,How She Move,Paramount Vantage / MTV Films,"Ian Iqbal Rashid (director); Annmarie Morais (screenplay); Rutina Wesley, Dwain Murphy, Clé Bennett, Romina D'Ugo, Kevin Duhaney, Shawn Desman, Nina Dobrev, Brennan Gademans, Tré Armstrong, Jai Jai Jones, Tristan D. Lalla, Merwin Mondesir, Daniel Morrison, Boyd Banks, Ardon Bess, Ingrid Gaynor, Melanie Nicholls-King, Brian Paul, Tanisha Scott, Alison-Sealy Smith, Djanet Sears, Romina D'Ugo, Keyshia Cole, DeRay Davis, Kardinal Offishall, Mýa",Drama
Meet the Spartans,20th Century Fox / Regency Enterprises,"Jason Friedberg, Aaron Seltzer (directors/screenplay); Sean Maguire, Kevin Sorbo, Carmen Electra, Ken Davitian, Diedrich Bader, Travis Van Winkle, Jareb Dauplaise, Nicole Parker, Ike Barinholtz, Hunter Clary, Phil Morris, Method Man, Ryan Fraley, Tiffany Claus, Nick Steele, Tony Yalda, Christopher Lett, Jim Piddock, Nate Haden, Crista Flanagan, Thomas McKenna, Jesse Lewis IV, Jenny Costa, Belinda Waymouth, Dean Cochran, Emily Wilson, John Di Domenico, Jim Nieb, Tiffany Haddish, Zachary Dylan Smith, Robin Atkin Downes","Comedy, Parody"
Minutemen,Salty Pictures,"Jason Dolley, Luke Benward",
Rambo,Lionsgate / The Weinstein Company / Millennium Films / Equity Pictures,"Sylvester Stallone (director/screenplay); Art Monterastelli (screenplay); Sylvester Stallone, Julie Benz, Paul Schulze, Matthew Marsden, Graham McTavish, Tim Kang, Rey Gallegos, Jake La Botz, Ken Howard, Supakorn Kitsuwon, Maung Maung Khin, Aung Aay Noi, Sornram Patchimtasanakarn",Action
Untraceable,Screen Gems / Lakeshore Entertainment,"Gregory Hoblit (director); Robert Fyvolent, Mark Brinker, Allison Burnett (screenplay); Diane Lane, Colin Hanks, Billy Burke, Joseph Cross, Mary Beth Hurt, Tyrone Giordano, Perla Haney-Jardine, Christopher Cousins, Tim De Zarn, Jesse Tyler Ferguson, Dax Jordan, Peter Lewis, John Breen, Brynn Baron, Phil Hamilton","Crime, Thriller"
30,Asterix at the Olympic Games,Pathé,,
1,The Eye,Lionsgate / Paramount Vantage / Cruise/Wagner Productions,"David Moreau, Xavier Palud (directors); Sebastian Gutiérrez (screenplay); Jessica Alba, Parker Posey, Alessandro Nivola, Rade Šerbedžija, Obba Babatundé, Tamlyn Tomita, Fernanda Romero, Rachel Ticotin, Chloë Grace Moretz","Thriller, Horror"
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Walt Disney Pictures,"Bruce Hendricks (director); Miley Cyrus, Candice Accola, Jonas Brothers, Kenny Ortega, Billy Ray Cyrus",Concert
Over Her Dead Body,New Line Cinema / Gold Circle Films,"Jeff Lowell (director/screenplay); Eva Longoria Parker, Paul Rudd, Lake Bell, Jason Biggs, Lindsay Sloane, Ali Hillis, Stephen Root, W. Morgan Sheppard, Wendi McLendon-Covey, Deborah Theaker, Jack Conley, Colin Fickes, Misha Collins, Sam Pancake, Owen Wilson","Romance, Comedy"
Strange Wilderness,Paramount Pictures / Level 1 Entertainment / Happy Madison Productions,"Fred Wolf (director/screenplay); Peter Gaulke (screenplay); Steve Zahn, Allen Covert, Jonah Hill, Robert Patrick, Justin Long, Jeff Garlin, Ernest Borgnine, Ashley Scott, Harry Hamlin, Kevin Heffernan, John P. Farley, Peter Dante, Oliver Hudson, Blake Clark, Seth Rogen","Comedy, Adventure"
6,How to Rob a Bank ‡,IFC First Take,"Andrews Jenkins (director/screenplay); Nick Stahl, Erika Christensen, Gavin Rossdale, Terry Crews, Adriano Aragon, David Carradine, Leo Fitzpatrick",Drama
8,Fool's Gold,Warner Bros. Pictures,"Andy Tennant (director/screenplay); John Claflin, Daniel Zelman (screenplay); Kate Hudson, Matthew McConaughey, Donald Sutherland, Ewen Bremner, Alexis Dziena, Kevin Hart, Ray Winstone, Tiffany Grant, Brian Hooks, Malcolm-Jamal Warner, Michael Mulheren, Adam LeFevre, Rohan Nichol, David Roberts, Roger Sciberras, Dan Mewing","Adventure, Romance"
In Bruges ‡,Focus Features,"Martin McDonagh (director/screenplay); Colin Farrell, Brendan Gleeson, Ralph Fiennes, Clémence Poésy, Jérémie Renier, Jordan Prentice, Thekla Reuten, Anna Madeley, Elizabeth Berrington, Eric Godon, Željko Ivanek, Ciarán Hinds, Matt Smith","Black Comedy, Crime"
Welcome Home Roscoe Jenkins,Universal Pictures / Spyglass Entertainment,"Malcolm D. Lee (director/screenplay); Martin Lawrence, Margaret Avery, Joy Bryant, Louis C.K., Michael Clarke Duncan, Mike Epps, Mo'Nique, Nicole Ari Parker, Cedric the Entertainer, James Earl Jones, Brooke Lyons, Affion Crockett, Liz Mikel",Comedy
Wild West Comedy Show: 30 Days and 30 Nights – Hollywood to the Heartland,Picturehouse Entertainment,"Ari Sandel (director); Ahmed Ahmed, Sean Fitzgerald, Peter Billingsley, John Caparulo, Bret Ernst, Justin Long, Sebastian Maniscalco, Keir O'Donnell, Vince Vaughn","Comedy, Documentary"
14,"Definitely, Maybe",Universal Pictures / Working Title Films,"Adam Brooks (director/screenplay); Ryan Reynolds, Isla Fisher, Derek Luke, Abigail Breslin, Elizabeth Banks, Rachel Weisz, Kevin Kline, Adam Ferrara, Annie Parisse, Liane Balaban, Nestor Serrano, Marc Bonan, Alexie Gilmore, Kevin Corrigan","Romance, Comedy, Drama"
Jumper,20th Century Fox / Regency Enterprises,"Doug Liman (director); David S. Goyer, Jim Uhls, Simon Kinberg (screenplay); Hayden Christensen, Samuel L. Jackson, Rachel Bilson, Jamie Bell, Diane Lane, Michael Rooker, Jesse James, Tom Hulce, Kristen Stewart, Teddy Dunn, AnnaSophia Robb, Max Thieriot, Barbara Garrick, Shawn Roberts, Meredith Henderson, Nathalie Cox, Tony Nappo, Clark Beasley Jr.","Sci-Fi, Action"
The Spiderwick Chronicles,Paramount Pictures / Nickelodeon Movies / The Kennedy/Marshall Company / Atmosphere Pictures,"Mark Waters (director); Karey Kirkpatrick, David Berenbaum, John Sayles (screenplay); Freddie Highmore, Sarah Bolger, Mary-Louise Parker, Martin Short, Nick Nolte, Seth Rogen, Joan Plowright, David Strathairn, Ron Perlman, Andrew McCarthy, Tod Fennell, Lise Durocher-Viens","Fantasy, Adventure"
Step Up 2: The Streets,Touchstone Pictures / Summit Entertainment,"Jon M. Chu (director); Toni Ann Johnson, Karen Barna (screenplay); Briana Evigan, Robert Hoffman, Adam Sevani, Will Kemp, Cassie Ventura, Christopher Scott, Harry Shum, Jr., Janelle Cambridge, LaJon Dantzler, Luis Rosado, Mari Koda, Sonja Sohn, Black Thomas, Telisha Shaw, Danielle Polanco, Channing Tatum, Rockstar Logu, BooG!e",Dance
15,Diary of the Dead,The Weinstein Company / Dimension Films,"George A. Romero (director/screenplay); Michelle Morgan, Josh Close, Shawn Roberts, Amy Lalonde, Joe Dinicol, Scott Wentworth, Philip Riccio, Chris Violette, Tatiana Maslany, R.D. Reid, Megan Park, Alan van Sprang, Boyd Banks, George Buza, Tino Monte, Martin Roach, Matt Birman, Laura DeCarteret, Janet Lo, Rebuka Hoye, Todd William Schroeder, Alexandria DeFabiis, Nick Alachiotis, George A. Romero, Gregory Nicotero, Quentin Tarantino, Wes Craven, Guillermo del Toro, Simon Pegg, Stephen King",Horror
22,Be Kind Rewind,New Line Cinema / Partizan Films,"Michel Gondry (director/screenplay); Jack Black, Mos Def, Danny Glover, Mia Farrow, Melonie Diaz, Arjay Smith, Quinton Aaron, Chandler Parker, Karolina Wydra, P.J. Byrne, Matt Walsh, Paul Dinello, Sigourney Weaver, Gio Perez, Marcus Carl Franklin, Irv Gooch, Blake Hightower, Amir Ali Said, Marc Alan Austen, Kid Creole, Jon Glaser, Marceline Hugot, John Tormey, Booker T. Jones, Steve Cropper, Donald ""Duck"" Dunn, Jimmy Scott, McCoy Tyner, Alan Ferraro, Marco Quevedo",Comedy
Charlie Bartlett,Metro-Goldwyn-Mayer / Sidney Kimmel Entertainment,"Jon Poll (director); Gustin Nash (screenplay); Anton Yelchin, Hope Davis, Kat Dennings, Robert Downey Jr., Tyler Hilton, Mark Rendall, Jake Epstein, Megan Park, Lauren Collins, Derek McGrath, Stephen Young, Abby Zotz, Drake, Sarah Gadon, Ishan Davé","Comedy, Drama"
U2 3D ‡,National Geographic Entertainment / 3ality Digital,"Catherine Owens, Mark Pellington (directors); Bono, The Edge, Adam Clayton, Larry Mullen Jr.",Concert
Vantage Point,Columbia Pictures / Relativity Media / Original Film,"Pete Travis (director); Barry L. Levy (screenplay); Dennis Quaid, Matthew Fox, Forest Whitaker, Sigourney Weaver, William Hurt, Saïd Taghmaoui, Édgar Ramírez, Ayelet Zurer, Eduardo Noriega, Richard T. Jones, Bruce McGill, Zoe Saldana, Holt McCallany, Leonardo Nam, James LeGros","Action, Thriller"
Witless Protection,Lionsgate / Parallel Entertainment,"Charles Robert Carner (director/screenplay); Larry the Cable Guy, Jenny McCarthy, Ivana Miličević, Joe Mantegna, Lisa Lampanelli, Yaphet Kotto, Richard Bull, Eric Roberts, Peter Stormare, J. David Moeller, Sean Bridgers","Comedy, Crime"
29,Bonneville ‡,SenArt Films,"Jessica Lange, Kathy Bates, Joan Allen, Tom Skerritt, Christine Baranski",
City of Men ‡,Miramax Films,"Douglas Silva, Darlan Cunha, Jonathan Haagensen, Rodrigo dos Santos",
The Other Boleyn Girl,Columbia Pictures / Focus Features / BBC Films / Relativity Media,"Justin Chadwick (director); Peter Morgan (screenplay); Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess, Kristin Scott Thomas, Mark Rylance, David Morrissey, Benedict Cumberbatch, Oliver Coleman, Ana Torrent, Eddie Redmayne, Juno Temple, Iain Mitchell, Andrew Garfield, Corinne Galloway, Constance Stride, Maisie Smith, Alfie Allen","Historical, Romance, Drama"
Penelope,Summit Entertainment / Stone Village Pictures / Type A Films,"Mark Palansky (director); Leslie Caveny (screenplay); Christina Ricci, James McAvoy, Catherine O'Hara, Reese Witherspoon, Richard E. Grant, Peter Dinklage, Russell Brand, Nick Frost, Ronni Ancona, Simon Woods, Nigel Havers, Burn Gorman, John Voce, Lenny Henry, Richard Leaf, Michael Feast","Fantasy, Romance, Comedy"
Semi-Pro,New Line Cinema,"Kent Alterman (director); Scot Armstrong (screenplay); Will Ferrell, Woody Harrelson, Andre Benjamin, Maura Tierney, Andrew Daly, Will Arnett, Andy Richter, David Koechner, Rob Corddry, Matt Walsh, Jackie Earle Haley, DeRay Davis, Josh Braaten, Jay Phillips, Peter Cornell, Patti LaBelle, Tim Meadows, Jason Sudeikis, Kristen Wiig, Ellia English, Ed Helms, Brian Huskey, Artis Gilmore, George Gervin, Jerry Minor","Sports, Comedy"
7,"10,000 BC",Warner Bros. Pictures / Legendary Pictures / Centropolis Entertainment,"Roland Emmerich (director/screenplay); Harald Kloser (screenplay); Steven Strait, Camilla Belle, Cliff Curtis, Affif Ben Badra, Marco Khan, Tim Barlow, Joel Fry, Mona Hammond, Reece Ritchie, Omar Sharif, Joel Virgel, Nathanael Baring, Mo Zinal, Junior Oliphant, Kristian Beazley, Boubacar Badaine, Farouk Valley-Omar, Piers Stubbs","Epic, Action, Adventure"
The Bank Job,Lionsgate / Mosaic Media Group / Relativity Media / Omnilab Media,"Roger Donaldson (director); Dick Clement, Ian La Frenais (screenplay); Jason Statham, Saffron Burrows, Richard Lintern, Keeley Hawes, Stephen Campbell Moore, Michael Jibson, Georgia Taylor, Daniel Mays, David Suchet, Peter de Jersey, Gerard Horan, Don Gallagher, Craig Fairbrass, Peter Bowles, James Faulkner, Alki David, Colin Salmon, Hattie Morahan, Robert Whitelock, Julian Lewis Jones, Andrew Brooke, Sharon Maughan, Alistair Petrie, Rupert Frazer, Christopher Owen, Angus Wright, Rupert Vansittart, Taylor Samways, Kasey Baterip, Trevor Coppola, Bronson Webb, Julian Firth, Mick Jagger",Thriller
College Road Trip,Walt Disney Pictures,"Roger Kumble (director); Emi Mochizuki, Carrie Evans, Cinco Paul, Ken Daurio (screenplay); Martin Lawrence, Raven-Symoné, Donny Osmond, Molly Ephraim, Kym Whitley, Brenda Song, Margo Harshman, Arnetia Walker, Vincent Pastore, Lucas Grabeel, Will Sasso, Geneva Carr, Josh Meyers, Julia Frisoli, Michael Landes, Joseph R. Gannascoli, Kelly Coffield Park, Eshaya Draper, Benjamin Patterson, Kristian Kordula, Brianna Shea Russo","Family, Comedy"
Married Life,Sony Pictures Classics,"Ira Sachs (director/screenplay); Oren Moverman (screenplay); Pierce Brosnan, Chris Cooper, Patricia Clarkson, Rachel McAdams, David Wenham","Drama, Period"
Miss Pettigrew Lives for a Day,Focus Features,"Bharat Nalluri (director); David Magee, Simon Beaufoy (screenplay); Frances McDormand, Amy Adams, Ciarán Hinds, Lee Pace, Tom Payne, Mark Strong, Shirley Henderson, Christina Cole, Stephanie Cole","Romance, Comedy"
Paranoid Park,IFC Films,"Gus Van Sant (director/screenplay); Gabe Nevins, Taylor Momsen, Jake Miller, Daniel Liu, Lauren McKinney, Scott Patrick Green",Drama
Snow Angels,Warner Independent Pictures,"David Gordon Green (director/screenplay); Kate Beckinsale, Sam Rockwell, Michael Angarano, Jeanetta Arnette, Griffin Dunne, Nicky Katt, Tom Noonan, Connor Paolo, Amy Sedaris, Olivia Thirlby, Grace Hudson",Drama
14,Doomsday,Rogue Pictures / Intrepid Pictures / Crystal Sky Pictures,"Neil Marshall (director/screenplay); Rhona Mitra, Bob Hoskins, Malcolm McDowell, Alexander Siddig, David O'Hara, Craig Conway, Lee-Anne Liebenberg, Hennie Bosman, Adrian Lester, Chris Robson, Sean Pertwee, Darren Morfitt, MyAnna Buring, Emma Cleasby, Neil Marshall","Sci-Fi, Action"
Dr. Seuss' Horton Hears a Who!,20th Century Fox Animation / Blue Sky Studios,"Jimmy Hayward, Steve Martino (directors); Cinco Paul, Ken Daurio (screenplay); Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Selena Gomez, Dan Fogler, Isla Fisher, Jonah Hill, Amy Poehler, Jaime Pressly, Jesse McCartney, Josh Flitter, Niecy Nash, Shelby Adamowsky, Jack Angel, Catlin Rose Anderson, Emily Anderson, Jan Rabson, John Cygan, Jess Harnell, Debi Derryberry, Samantha Raye Droke, Karen Disher, Marshall Efron, Bill Farmer, Jason Fricchione, Heather Goldenhersh, Jimmy Hayward, Joey King, Christina Martino, Ellie Martino, Laraine Newman, Tim Nordquist, Colleen O'Shaughnessey, Laura Ortiz, Joe Pasquale, Connor Anderson, Isabella Acres, Bob Bergen, Jeff Biancalana, Madison Davenport, Teresa Ganzel, Kathy Graves, Sherry Lynn, Danny Mann, Mona Marshall, Mickie McGowan, Madison Pettis, Grace Rolek, Jennessa Rose, Ariel Winter, Kresimir Mikic","Adventure, Comedy"
Funny Games,Warner Independent Pictures,"Michael Haneke (director/screenplay); Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet, Devon Gearhart, Boyd Gaines, Siobhan Fallon Hogan, Robert LuPone, Susanne Haneke, Linda Moran",Thriller
Never Back Down,Summit Entertainment / Mandalay Independent Productions,"Jeff Wadlow (director); Chris Hauty (screenplay); Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Tilky Jones, Zach Myers, Neil Brown Jr., Wyatt Smith, Chele Andre, Lauren Leech",Martial Arts
Sleepwalking,Overture Films,"William Maher (director); Zac Stanford (screenplay); AnnaSophia Robb, Nick Stahl, Charlize Theron, Dennis Hopper, Woody Harrelson, Deborra-Lee Furness, Mathew St. Patrick",Drama
21,Drillbit Taylor,Paramount Pictures,"Steven Brill (director); Kristofor Brown, Seth Rogen (screenplay); Owen Wilson, Nate Hartley, Troy Gentile, David Dorfman, Alex Frost, Josh Peck, Leslie Mann, Danny McBride, Stephen Root, Ian Roberts, Lisa Lampanelli, Lisa Ann Walter, Hynden Walch, Valerie Tian, David Bowe, Beth Littleford, Steve Bannos, Chuck Liddell, Robert Allen Mukes, Cedric Yarbrough, Tichina Arnold, Kevin Hart, Matt Besser, Shaun Weiss, Steven Brill, Mary-Pat Green, Jareb Dauplaise, Adam Baldwin","Coming-of-Age, Comedy"
The Grand,Anchor Bay Entertainment,"Zak Penn (director/screenplay); Matt Bierman (screenplay); Woody Harrelson, David Cross, Dennis Farina, Cheryl Hines, Richard Kind, Chris Parnell, Werner Herzog, Ray Romano, Barry Corbin, Michael McKean, Gabe Kaplan, Andrea Savage, Estelle Harris, Michael Karnow, Judy Greer, Jason Alexander, Brett Ratner, Hank Azaria, David Pressman, Tom Hodges, Shannon Elizabeth, K.D. Aubert, Mike Epps, Jeff Bowler, Tommy 'Tiny' Lister Jr., Phil Gordon, Doyle Brunson, Daniel Negreanu, Phil Laak, Phil Hellmuth, Antonio Esfandiari, Richard Brodie",Comedy
Meet the Browns,Lionsgate / Tyler Perry Studios,"Tyler Perry (director/screenplay); Angela Bassett, Jenifer Lewis, David Mann, Tyler Perry, Rick Fox, Lance Gross, Tamela Mann, Lamman Rucker, Sofia Vergara, Frankie Faison, Margaret Avery, Irma P. Hall, LaVan Davis, Chloe Bailey, Phillip Van Lear, Kristopher Lofton, Mariana Tolbert, Brandon Richardson","Romance, Comedy, Drama"
Shutter,20th Century Fox / Regency Enterprises,"Masayuki Ochiai (director); Luke Dawson (screenplay); Joshua Jackson, Rachael Taylor, Megumi Okina, John Hensley, David Denman, James Kyson Lee, Daisy Betts, Maya Hazen, Yoshiko Miyazaki",Horror
Under the Same Moon,Fox Searchlight Pictures / The Weinstein Company,"Patricia Riggen (director); Ligiah Villalobos (screenplay); Adrián Alonso, Kate del Castillo, Eugenio Derbez, America Ferrera, Jesse Garcia, Maya Zapata, Gabriel Porras, Sonya Smith, Carmen Salinas, Ernesto D'Alessio, Los Tigres del Norte",Drama
28,21,Columbia Pictures / Relativity Media,"Robert Luketic (director); Peter Steinfeld, Allan Loeb (screenplay); Jim Sturgess, Kate Bosworth, Laurence Fishburne, Kevin Spacey, Liza Lapira, Aaron Yoo, Jacob Pitts, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin","Heist, Drama"
Chapter 27,Peace Arch Entertainment,"Jarrett Schaefer (director/screenplay); Jared Leto, Judah Friedlander, Lindsay Lohan","Biography, Drama"
Run Fatboy Run,New Line Cinema / Picturehouse / Material Entertainment,"David Schwimmer (director); Michael Ian Black, Simon Pegg (screenplay); Simon Pegg, Thandie Newton, Hank Azaria, Dylan Moran, Harish Patel, India de Beaufort, Matthew Fenton, Simon Day, Ruth Sheen, Tyrone Huggins, Nevan Finegan, Iddo Goldberg, Floella Benjamin, Chris Hollins, Denise Lewis, Peter Serafinowicz, Stephen Merchant, David Walliams, Michael Johnson, Bill Bailey, Margaret John",Comedy
Stop-Loss,Paramount Pictures / MTV Films,"Kimberly Peirce (director/screenplay); Mark Richard (screenplay); Ryan Phillippe, Channing Tatum, Abbie Cornish, Joseph Gordon-Levitt, Rob Brown, Victor Rasuk, Timothy Olyphant, Josef Sommer, Linda Emond, Ciarán Hinds, Mamie Gummer, Alex Frost, Steven Strait, Terry Quay, Matthew Scott Wilcox, Connett Brewer, Chandra Washington, Cora Cardona","War, Drama"
Superhero Movie,Metro-Goldwyn-Mayer / Dimension Films,"Craig Mazin (director/screenplay); Drake Bell, Sara Paxton, Christopher McDonald, Leslie Nielsen, Kevin Hart, Brent Spiner, Jeffrey Tambor, Robert Joy, Regina Hall, Pamela Anderson, Simon Rex, Marion Ross, Ryan Hansen, Tracy Morgan, Craig Bierko, Robert Hays, Nicole Sullivan, Dan Castellaneta, Keith David, Marisa Lauren, Miles Fisher, Charlene Tilton, Sean Simms, Freddie Pierce, Howard Mungo, Lil' Kim, Cameron Ali Sims, Marque Richardson, Kurt Fuller, Aki Aleong,","Superhero, Comedy"
4,Leatherheads,Universal Pictures / Smokehouse Pictures / Casey Silver Productions,"George Clooney (director); Duncan Brantley, Rick Reilly (screenplay); George Clooney, Renée Zellweger, John Krasinski, Jonathan Pryce, Stephen Root, Wayne Duvall, Keith Loneker, Malcolm Goodwin, Matt Bushell, Tim Griffin, Robert Baker, Nick Paones, Nick Bourdages, Jeremy Ratchford, Max Casella, Jack Thompson, Bill Roberson, Blake Clark, Marian Seldes, Thomas Francis Murphy, Ledisi Young","Sports, Comedy"
My Blueberry Nights ‡,The Weinstein Company,"Wong Kar-Wai (director/screenplay); Lawrence Block (screenplay); Norah Jones, Jude Law, David Strathairn, Rachel Weisz, Natalie Portman, Chan Marshall, Frankie Faison, Adriane Lenox, Benjamin Kanes, Michael Hartnett, Michael May, Chad Davis, Katya Blumenberg, John Malloy, Demetrius Butler","Romance, Drama"
Nim's Island,20th Century Fox / Walden Media,"Jennifer Flackett, Mark Levin (directors/screenplay); Joseph Kwong, Paula Mazur (screenplay); Abigail Breslin, Jodie Foster, Gerard Butler, Anthony Simcoe, Alphonso McAuley, Morgan Griffin, Michael Carman, Christopher Baker, Maddison Joyce, Peter Callan",Adventure
